LOG - Thu, 14 Mar 2019 12:28:39

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
RECIVE:	Move request (X=1308, Y=244, ROT=-2.458277430604971)
PUBLIC:	Player position change (ID=0, NEW-X=1308, NEW-Y=244, NEW-ROT=-2.458277)
RECIVE:	Move request (X=1277, Y=224, ROT=-2.579498885376354)
PUBLIC:	Player position change (ID=0, NEW-X=1277, NEW-Y=224, NEW-ROT=-2.579499)
RECIVE:	Move request (X=1240, Y=207, ROT=-2.7102467305535334)
PUBLIC:	Player position change (ID=0, NEW-X=1240, NEW-Y=207, NEW-ROT=-2.710247)
RECIVE:	Move request (X=1202, Y=192, ROT=-2.7719484690655753)
PUBLIC:	Player position change (ID=0, NEW-X=1202, NEW-Y=192, NEW-ROT=-2.771948)
RECIVE:	Move request (X=1164, Y=179, ROT=-2.8208805204190703)
PUBLIC:	Player position change (ID=0, NEW-X=1164, NEW-Y=179, NEW-ROT=-2.820881)
RECIVE:	Move request (X=1125, Y=168, ROT=-2.8637260824744515)
PUBLIC:	Player position change (ID=0, NEW-X=1125, NEW-Y=168, NEW-ROT=-2.863726)
RECIVE:	Move request (X=1086, Y=158, ROT=-2.891221130571034)
PUBLIC:	Player position change (ID=0, NEW-X=1086, NEW-Y=158, NEW-ROT=-2.891221)
RECIVE:	Move request (X=1047, Y=149, ROT=-2.9165158210539586)
PUBLIC:	Player position change (ID=0, NEW-X=1047, NEW-Y=149, NEW-ROT=-2.916516)
RECIVE:	Move request (X=1007, Y=140, ROT=-2.9381528422954486)
PUBLIC:	Player position change (ID=0, NEW-X=1007, NEW-Y=140, NEW-ROT=-2.938153)
RECIVE:	Move request (X=967, Y=132, ROT=-2.9614120357193525)
PUBLIC:	Player position change (ID=0, NEW-X=967, NEW-Y=132, NEW-ROT=-2.961412)
RECIVE:	Move request (X=927, Y=126, ROT=-3.0013895555810617)
PUBLIC:	Player position change (ID=0, NEW-X=927, NEW-Y=126, NEW-ROT=-3.001390)
RECIVE:	Move request (X=887, Y=121, ROT=-3.038817042609562)
PUBLIC:	Player position change (ID=0, NEW-X=887, NEW-Y=121, NEW-ROT=-3.038817)
RECIVE:	Move request (X=848, Y=119, ROT=-3.090091842638568)
PUBLIC:	Player position change (ID=0, NEW-X=848, NEW-Y=119, NEW-ROT=-3.090092)
RECIVE:	Move request (X=813, Y=120, ROT=3.089616388020882)
PUBLIC:	Player position change (ID=0, NEW-X=813, NEW-Y=120, NEW-ROT=3.089616)
RECIVE:	Move request (X=784, Y=123, ROT=3.018086555273755)
PUBLIC:	Player position change (ID=0, NEW-X=784, NEW-Y=123, NEW-ROT=3.018087)
RECIVE:	Move request (X=759, Y=127, ROT=2.9552550948127445)
PUBLIC:	Player position change (ID=0, NEW-X=759, NEW-Y=127, NEW-ROT=2.955255)
RECIVE:	Move request (X=737, Y=133, ROT=2.848405757031911)
PUBLIC:	Player position change (ID=0, NEW-X=737, NEW-Y=133, NEW-ROT=2.848406)
RECIVE:	Move request (X=718, Y=141, ROT=2.7253233557328516)
PUBLIC:	Player position change (ID=0, NEW-X=718, NEW-Y=141, NEW-ROT=2.725323)
RECIVE:	Move request (X=700, Y=152, ROT=2.5719606865993874)
PUBLIC:	Player position change (ID=0, NEW-X=700, NEW-Y=152, NEW-ROT=2.571961)
RECIVE:	Move request (X=683, Y=165, ROT=2.462459353083424)
PUBLIC:	Player position change (ID=0, NEW-X=683, NEW-Y=165, NEW-ROT=2.462459)
RECIVE:	Move request (X=667, Y=180, ROT=2.3753004453107858)
PUBLIC:	Player position change (ID=0, NEW-X=667, NEW-Y=180, NEW-ROT=2.375300)
RECIVE:	Move request (X=651, Y=197, ROT=2.3003519877121748)
PUBLIC:	Player position change (ID=0, NEW-X=651, NEW-Y=197, NEW-ROT=2.300352)
RECIVE:	Move request (X=637, Y=214, ROT=2.237261595879356)
PUBLIC:	Player position change (ID=0, NEW-X=637, NEW-Y=214, NEW-ROT=2.237262)
RECIVE:	Move request (X=624, Y=232, ROT=2.1962813670341257)
PUBLIC:	Player position change (ID=0, NEW-X=624, NEW-Y=232, NEW-ROT=2.196281)
RECIVE:	Move request (X=612, Y=249, ROT=2.164146472951615)
PUBLIC:	Player position change (ID=0, NEW-X=612, NEW-Y=249, NEW-ROT=2.164146)
RECIVE:	Move request (X=601, Y=265, ROT=2.133664559643007)
PUBLIC:	Player position change (ID=0, NEW-X=601, NEW-Y=265, NEW-ROT=2.133665)
RECIVE:	Move request (X=591, Y=280, ROT=2.1341125882868646)
PUBLIC:	Player position change (ID=0, NEW-X=591, NEW-Y=280, NEW-ROT=2.134113)
RECIVE:	Move request (X=582, Y=294, ROT=2.1255885539327926)
PUBLIC:	Player position change (ID=0, NEW-X=582, NEW-Y=294, NEW-ROT=2.125589)
RECIVE:	Move request (X=573, Y=307, ROT=2.1199492294739075)
PUBLIC:	Player position change (ID=0, NEW-X=573, NEW-Y=307, NEW-ROT=2.119949)
RECIVE:	Move request (X=565, Y=320, ROT=2.0867218402601813)
PUBLIC:	Player position change (ID=0, NEW-X=565, NEW-Y=320, NEW-ROT=2.086722)
RECIVE:	Move request (X=557, Y=333, ROT=2.081745903291507)
PUBLIC:	Player position change (ID=0, NEW-X=557, NEW-Y=333, NEW-ROT=2.081746)
RECIVE:	Move request (X=549, Y=346, ROT=2.0638472239997077)
PUBLIC:	Player position change (ID=0, NEW-X=549, NEW-Y=346, NEW-ROT=2.063847)
RECIVE:	Move request (X=542, Y=359, ROT=2.0527345787525233)
PUBLIC:	Player position change (ID=0, NEW-X=542, NEW-Y=359, NEW-ROT=2.052735)
RECIVE:	Move request (X=535, Y=371, ROT=2.0778948311872334)
PUBLIC:	Player position change (ID=0, NEW-X=535, NEW-Y=371, NEW-ROT=2.077895)
RECIVE:	Move request (X=528, Y=383, ROT=2.0917061076431125)
PUBLIC:	Player position change (ID=0, NEW-X=528, NEW-Y=383, NEW-ROT=2.091706)
RECIVE:	Move request (X=520, Y=395, ROT=2.1088405346205215)
PUBLIC:	Player position change (ID=0, NEW-X=520, NEW-Y=395, NEW-ROT=2.108841)
RECIVE:	Move request (X=513, Y=407, ROT=2.0778948311872334)
PUBLIC:	Player position change (ID=0, NEW-X=513, NEW-Y=407, NEW-ROT=2.077895)
RECIVE:	Move request (X=505, Y=421, ROT=2.0399083622801903)
PUBLIC:	Player position change (ID=0, NEW-X=505, NEW-Y=421, NEW-ROT=2.039908)
RECIVE:	Move request (X=498, Y=435, ROT=1.9953577071592543)
PUBLIC:	Player position change (ID=0, NEW-X=498, NEW-Y=435, NEW-ROT=1.995358)
RECIVE:	Move request (X=492, Y=449, ROT=1.932525568314829)
PUBLIC:	Player position change (ID=0, NEW-X=492, NEW-Y=449, NEW-ROT=1.932526)
RECIVE:	Move request (X=487, Y=464, ROT=1.852568194068249)
PUBLIC:	Player position change (ID=0, NEW-X=487, NEW-Y=464, NEW-ROT=1.852568)
RECIVE:	Move request (X=483, Y=479, ROT=1.782753964037516)
PUBLIC:	Player position change (ID=0, NEW-X=483, NEW-Y=479, NEW-ROT=1.782754)
RECIVE:	Move request (X=480, Y=496, ROT=1.7078625011050843)
PUBLIC:	Player position change (ID=0, NEW-X=480, NEW-Y=496, NEW-ROT=1.707863)
RECIVE:	Move request (X=479, Y=514, ROT=1.592298388781128)
PUBLIC:	Player position change (ID=0, NEW-X=479, NEW-Y=514, NEW-ROT=1.592298)
RECIVE:	Move request (X=480, Y=534, ROT=1.5114601210915253)
PUBLIC:	Player position change (ID=0, NEW-X=480, NEW-Y=534, NEW-ROT=1.511460)
RECIVE:	Move request (X=483, Y=556, ROT=1.4352686128093959)
PUBLIC:	Player position change (ID=0, NEW-X=483, NEW-Y=556, NEW-ROT=1.435269)
RECIVE:	Move request (X=488, Y=580, ROT=1.3654009376051293)
PUBLIC:	Player position change (ID=0, NEW-X=488, NEW-Y=580, NEW-ROT=1.365401)
RECIVE:	Move request (X=494, Y=603, ROT=1.3218336210021795)
PUBLIC:	Player position change (ID=0, NEW-X=494, NEW-Y=603, NEW-ROT=1.321834)
RECIVE:	Move request (X=501, Y=625, ROT=1.2729139179419477)
PUBLIC:	Player position change (ID=0, NEW-X=501, NEW-Y=625, NEW-ROT=1.272914)
RECIVE:	Move request (X=509, Y=648, ROT=1.2337408450740626)
PUBLIC:	Player position change (ID=0, NEW-X=509, NEW-Y=648, NEW-ROT=1.233741)
RECIVE:	Move request (X=517, Y=669, ROT=1.1935472671525376)
PUBLIC:	Player position change (ID=0, NEW-X=517, NEW-Y=669, NEW-ROT=1.193547)
RECIVE:	Move request (X=526, Y=688, ROT=1.140331553960589)
PUBLIC:	Player position change (ID=0, NEW-X=526, NEW-Y=688, NEW-ROT=1.140332)
RECIVE:	Move request (X=536, Y=706, ROT=1.0352390248371006)
PUBLIC:	Player position change (ID=0, NEW-X=536, NEW-Y=706, NEW-ROT=1.035239)
RECIVE:	Move request (X=549, Y=722, ROT=0.8784618921218662)
PUBLIC:	Player position change (ID=0, NEW-X=549, NEW-Y=722, NEW-ROT=0.878462)
RECIVE:	Move request (X=569, Y=735, ROT=0.5857803849833134)
PUBLIC:	Player position change (ID=0, NEW-X=569, NEW-Y=735, NEW-ROT=0.585780)
RECIVE:	Move request (X=603, Y=743, ROT=0.23532379072225867)
PUBLIC:	Player position change (ID=0, NEW-X=603, NEW-Y=743, NEW-ROT=0.235324)
RECIVE:	Move request (X=642, Y=741, ROT=-0.031485654467598004)
PUBLIC:	Player position change (ID=0, NEW-X=642, NEW-Y=741, NEW-ROT=-0.031486)
RECIVE:	Move request (X=681, Y=735, ROT=-0.14229817772745584)
PUBLIC:	Player position change (ID=0, NEW-X=681, NEW-Y=735, NEW-ROT=-0.142298)
RECIVE:	Move request (X=720, Y=727, ROT=-0.18789788072059954)
PUBLIC:	Player position change (ID=0, NEW-X=720, NEW-Y=727, NEW-ROT=-0.187898)
RECIVE:	Move request (X=759, Y=718, ROT=-0.20718764796320313)
PUBLIC:	Player position change (ID=0, NEW-X=759, NEW-Y=718, NEW-ROT=-0.207188)
RECIVE:	Move request (X=797, Y=708, ROT=-0.22934815153436042)
PUBLIC:	Player position change (ID=0, NEW-X=797, NEW-Y=708, NEW-ROT=-0.229348)
RECIVE:	Move request (X=835, Y=698, ROT=-0.2396413138859078)
PUBLIC:	Player position change (ID=0, NEW-X=835, NEW-Y=698, NEW-ROT=-0.239641)
RECIVE:	Move request (X=873, Y=688, ROT=-0.2399496919827912)
PUBLIC:	Player position change (ID=0, NEW-X=873, NEW-Y=688, NEW-ROT=-0.239950)
RECIVE:	Move request (X=911, Y=678, ROT=-0.23934945037166305)
PUBLIC:	Player position change (ID=0, NEW-X=911, NEW-Y=678, NEW-ROT=-0.239349)
RECIVE:	Move request (X=949, Y=668, ROT=-0.23643551343517052)
PUBLIC:	Player position change (ID=0, NEW-X=949, NEW-Y=668, NEW-ROT=-0.236436)
RECIVE:	Move request (X=987, Y=658, ROT=-0.2367858559963836)
PUBLIC:	Player position change (ID=0, NEW-X=987, NEW-Y=658, NEW-ROT=-0.236786)
RECIVE:	Move request (X=1025, Y=648, ROT=-0.234765010517903)
PUBLIC:	Player position change (ID=0, NEW-X=1025, NEW-Y=648, NEW-ROT=-0.234765)
RECIVE:	Move request (X=1063, Y=638, ROT=-0.23344273020192802)
PUBLIC:	Player position change (ID=0, NEW-X=1063, NEW-Y=638, NEW-ROT=-0.233443)
RECIVE:	Move request (X=1101, Y=628, ROT=-0.23700616689556514)
PUBLIC:	Player position change (ID=0, NEW-X=1101, NEW-Y=628, NEW-ROT=-0.237006)
RECIVE:	Move request (X=1139, Y=618, ROT=-0.23624526071843754)
PUBLIC:	Player position change (ID=0, NEW-X=1139, NEW-Y=618, NEW-ROT=-0.236245)
RECIVE:	Move request (X=1177, Y=607, ROT=-0.2531696062207922)
PUBLIC:	Player position change (ID=0, NEW-X=1177, NEW-Y=607, NEW-ROT=-0.253170)
RECIVE:	Move request (X=1215, Y=596, ROT=-0.2711116221279987)
PUBLIC:	Player position change (ID=0, NEW-X=1215, NEW-Y=596, NEW-ROT=-0.271112)
RECIVE:	Move request (X=1244, Y=569, ROT=-0.7312843791683701)
PUBLIC:	Player position change (ID=0, NEW-X=1244, NEW-Y=569, NEW-ROT=-0.731284)
RECIVE:	Move request (X=1273, Y=542, ROT=-0.730144726153197)
PUBLIC:	Player position change (ID=0, NEW-X=1273, NEW-Y=542, NEW-ROT=-0.730145)
RECIVE:	Move request (X=1302, Y=515, ROT=-0.7288547264526309)
PUBLIC:	Player position change (ID=0, NEW-X=1302, NEW-Y=515, NEW-ROT=-0.728855)
RECIVE:	Move request (X=1331, Y=488, ROT=-0.7273825329965826)
PUBLIC:	Player position change (ID=0, NEW-X=1331, NEW-Y=488, NEW-ROT=-0.727383)
RECIVE:	Move request (X=1360, Y=461, ROT=-0.7256866225910589)
PUBLIC:	Player position change (ID=0, NEW-X=1360, NEW-Y=461, NEW-ROT=-0.725687)
RECIVE:	Move request (X=1389, Y=434, ROT=-0.7237118198517121)
PUBLIC:	Player position change (ID=0, NEW-X=1389, NEW-Y=434, NEW-ROT=-0.723712)
RECIVE:	Move request (X=1418, Y=407, ROT=-0.7328151017865066)
PUBLIC:	Player position change (ID=0, NEW-X=1418, NEW-Y=407, NEW-ROT=-0.732815)
RECIVE:	Move request (X=1446, Y=378, ROT=-0.7783311432394747)
PUBLIC:	Player position change (ID=0, NEW-X=1446, NEW-Y=378, NEW-ROT=-0.778331)
RECIVE:	Move request (X=1471, Y=347, ROT=-0.864073605667539)
PUBLIC:	Player position change (ID=0, NEW-X=1471, NEW-Y=347, NEW-ROT=-0.864074)
RECIVE:	Move request (X=1431, Y=345, ROT=-3.1048058917875454)
PUBLIC:	Player position change (ID=0, NEW-X=1431, NEW-Y=345, NEW-ROT=-3.104806)
RECIVE:	Move request (X=1391, Y=343, ROT=-3.1009298550630504)
PUBLIC:	Player position change (ID=0, NEW-X=1391, NEW-Y=343, NEW-ROT=-3.100930)
RECIVE:	Move request (X=1351, Y=341, ROT=-3.1007314320561443)
PUBLIC:	Player position change (ID=0, NEW-X=1351, NEW-Y=341, NEW-ROT=-3.100731)
RECIVE:	Move request (X=1311, Y=339, ROT=-3.1023970516627384)
PUBLIC:	Player position change (ID=0, NEW-X=1311, NEW-Y=339, NEW-ROT=-3.102397)
RECIVE:	Move request (X=1271, Y=337, ROT=-3.1042156179487406)
PUBLIC:	Player position change (ID=0, NEW-X=1271, NEW-Y=337, NEW-ROT=-3.104216)
RECIVE:	Move request (X=1231, Y=335, ROT=-3.10869313623333)
PUBLIC:	Player position change (ID=0, NEW-X=1231, NEW-Y=335, NEW-ROT=-3.108693)
RECIVE:	Move request (X=1191, Y=333, ROT=-3.1123067546480443)
PUBLIC:	Player position change (ID=0, NEW-X=1191, NEW-Y=333, NEW-ROT=-3.112307)
RECIVE:	Move request (X=1151, Y=331, ROT=-3.11631713852411)
PUBLIC:	Player position change (ID=0, NEW-X=1151, NEW-Y=331, NEW-ROT=-3.116317)
RECIVE:	Move request (X=1111, Y=330, ROT=-3.1237639336491734)
PUBLIC:	Player position change (ID=0, NEW-X=1111, NEW-Y=330, NEW-ROT=-3.123764)
RECIVE:	Move request (X=1071, Y=329, ROT=-3.1273980234173906)
PUBLIC:	Player position change (ID=0, NEW-X=1071, NEW-Y=329, NEW-ROT=-3.127398)
RECIVE:	Move request (X=1031, Y=328, ROT=-3.1298284904400346)
PUBLIC:	Player position change (ID=0, NEW-X=1031, NEW-Y=328, NEW-ROT=-3.129828)
RECIVE:	Move request (X=991, Y=327, ROT=-3.132583888299376)
PUBLIC:	Player position change (ID=0, NEW-X=991, NEW-Y=327, NEW-ROT=-3.132584)
RECIVE:	Move request (X=951, Y=326, ROT=-3.1338258194770545)
PUBLIC:	Player position change (ID=0, NEW-X=951, NEW-Y=326, NEW-ROT=-3.133826)
RECIVE:	Move request (X=911, Y=325, ROT=-3.1352769480913554)
PUBLIC:	Player position change (ID=0, NEW-X=911, NEW-Y=325, NEW-ROT=-3.135277)
RECIVE:	Move request (X=871, Y=324, ROT=-3.136994984836671)
PUBLIC:	Player position change (ID=0, NEW-X=871, NEW-Y=324, NEW-ROT=-3.136995)
RECIVE:	Move request (X=831, Y=323, ROT=-3.1390610134287846)
PUBLIC:	Player position change (ID=0, NEW-X=831, NEW-Y=323, NEW-ROT=-3.139061)
RECIVE:	Move request (X=791, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=791, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=751, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=751, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=711, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=711, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=671, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=671, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=632, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=632, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=600, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=600, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=575, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=575, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=555, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=555, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=539, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=539, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=526, Y=323, ROT=3.141592653589793)
PUBLIC:	Player position change (ID=0, NEW-X=526, NEW-Y=323, NEW-ROT=3.141593)
RECIVE:	Move request (X=548, Y=355, ROT=0.9634100446457643)
PUBLIC:	Player position change (ID=0, NEW-X=548, NEW-Y=355, NEW-ROT=0.963410)
RECIVE:	Move request (X=570, Y=387, ROT=0.9627599739943432)
PUBLIC:	Player position change (ID=0, NEW-X=570, NEW-Y=387, NEW-ROT=0.962760)
RECIVE:	Move request (X=592, Y=419, ROT=0.9619199287306593)
PUBLIC:	Player position change (ID=0, NEW-X=592, NEW-Y=419, NEW-ROT=0.961920)
RECIVE:	Move request (X=614, Y=451, ROT=0.9607923839408709)
PUBLIC:	Player position change (ID=0, NEW-X=614, NEW-Y=451, NEW-ROT=0.960792)
RECIVE:	Move request (X=635, Y=481, ROT=0.9591992824866347)
PUBLIC:	Player position change (ID=0, NEW-X=635, NEW-Y=481, NEW-ROT=0.959199)
RECIVE:	Move request (X=652, Y=505, ROT=0.9589886970622591)
PUBLIC:	Player position change (ID=0, NEW-X=652, NEW-Y=505, NEW-ROT=0.958989)
RECIVE:	Move request (X=666, Y=525, ROT=0.960070362405688)
PUBLIC:	Player position change (ID=0, NEW-X=666, NEW-Y=525, NEW-ROT=0.960070)
RECIVE:	Move request (X=677, Y=541, ROT=0.960070362405688)
PUBLIC:	Player position change (ID=0, NEW-X=677, NEW-Y=541, NEW-ROT=0.960070)
RECIVE:	Move request (X=686, Y=553, ROT=0.9579761246296553)
PUBLIC:	Player position change (ID=0, NEW-X=686, NEW-Y=553, NEW-ROT=0.957976)
RECIVE:	Move request (X=693, Y=563, ROT=0.9652516631899266)
PUBLIC:	Player position change (ID=0, NEW-X=693, NEW-Y=563, NEW-ROT=0.965252)

LOG - Thu, 14 Mar 2019 12:36:09

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Player position change (ID=1, NEW-X=334, NEW-Y=320, NEW-ROT=0.531724)
PUBLIC:	Player position change (ID=1, NEW-X=368, NEW-Y=340, NEW-ROT=0.531724)
PUBLIC:	Player position change (ID=1, NEW-X=402, NEW-Y=360, NEW-ROT=0.533341)
PUBLIC:	Player position change (ID=1, NEW-X=436, NEW-Y=380, NEW-ROT=0.549025)
PUBLIC:	Player position change (ID=1, NEW-X=469, NEW-Y=401, NEW-ROT=0.565238)
PUBLIC:	Player position change (ID=1, NEW-X=502, NEW-Y=423, NEW-ROT=0.595470)
PUBLIC:	Player position change (ID=1, NEW-X=534, NEW-Y=445, NEW-ROT=0.612071)
PUBLIC:	Player position change (ID=1, NEW-X=566, NEW-Y=468, NEW-ROT=0.628439)
PUBLIC:	Player position change (ID=1, NEW-X=598, NEW-Y=491, NEW-ROT=0.635350)
PUBLIC:	Player position change (ID=1, NEW-X=630, NEW-Y=514, NEW-ROT=0.637549)
PUBLIC:	Player position change (ID=1, NEW-X=662, NEW-Y=537, NEW-ROT=0.627308)
PUBLIC:	Player position change (ID=1, NEW-X=694, NEW-Y=560, NEW-ROT=0.624635)
PUBLIC:	Player position change (ID=1, NEW-X=726, NEW-Y=583, NEW-ROT=0.617102)
PUBLIC:	Player position change (ID=1, NEW-X=758, NEW-Y=605, NEW-ROT=0.608597)
PUBLIC:	Player position change (ID=1, NEW-X=790, NEW-Y=627, NEW-ROT=0.601455)
PUBLIC:	Player position change (ID=1, NEW-X=823, NEW-Y=649, NEW-ROT=0.598246)
PUBLIC:	Player position change (ID=1, NEW-X=856, NEW-Y=670, NEW-ROT=0.581144)
PUBLIC:	Player position change (ID=1, NEW-X=886, NEW-Y=689, NEW-ROT=0.566301)
PUBLIC:	Player position change (ID=1, NEW-X=914, NEW-Y=706, NEW-ROT=0.549688)
PUBLIC:	Player position change (ID=1, NEW-X=941, NEW-Y=722, NEW-ROT=0.527627)
PUBLIC:	Player position change (ID=1, NEW-X=969, NEW-Y=738, NEW-ROT=0.517649)
PUBLIC:	Player position change (ID=1, NEW-X=998, NEW-Y=754, NEW-ROT=0.497935)
PUBLIC:	Player position change (ID=1, NEW-X=1028, NEW-Y=769, NEW-ROT=0.468829)
PUBLIC:	Player position change (ID=1, NEW-X=1059, NEW-Y=783, NEW-ROT=0.440153)
PUBLIC:	Player position change (ID=1, NEW-X=1146, NEW-Y=817, NEW-ROT=0.361898)
PUBLIC:	Player position change (ID=1, NEW-X=1118, NEW-Y=807, NEW-ROT=0.379341)
PUBLIC:	Player position change (ID=1, NEW-X=1172, NEW-Y=825, NEW-ROT=0.317266)
PUBLIC:	Player position change (ID=1, NEW-X=1198, NEW-Y=832, NEW-ROT=0.284385)
PUBLIC:	Player position change (ID=1, NEW-X=1227, NEW-Y=837, NEW-ROT=0.182866)
PUBLIC:	Player position change (ID=1, NEW-X=1255, NEW-Y=840, NEW-ROT=0.105244)
PUBLIC:	Player position change (ID=1, NEW-X=1283, NEW-Y=839, NEW-ROT=-0.006993)
PUBLIC:	Player position change (ID=1, NEW-X=1313, NEW-Y=833, NEW-ROT=-0.168327)
PUBLIC:	Player position change (ID=1, NEW-X=1344, NEW-Y=822, NEW-ROT=-0.321751)
PUBLIC:	Player position change (ID=1, NEW-X=1376, NEW-Y=805, NEW-ROT=-0.468574)
PUBLIC:	Player position change (ID=1, NEW-X=1407, NEW-Y=780, NEW-ROT=-0.662642)
PUBLIC:	Player position change (ID=1, NEW-X=1436, NEW-Y=753, NEW-ROT=-0.722979)
PUBLIC:	Player position change (ID=1, NEW-X=1462, NEW-Y=722, NEW-ROT=-0.851966)
PUBLIC:	Player position change (ID=1, NEW-X=1484, NEW-Y=689, NEW-ROT=-0.968746)
PUBLIC:	Player position change (ID=1, NEW-X=1501, NEW-Y=652, NEW-ROT=-1.123722)
PUBLIC:	Player position change (ID=1, NEW-X=1514, NEW-Y=614, NEW-ROT=-1.238737)
PUBLIC:	Player position change (ID=1, NEW-X=1521, NEW-Y=574, NEW-ROT=-1.379740)
PUBLIC:	Player position change (ID=1, NEW-X=1523, NEW-Y=534, NEW-ROT=-1.510868)
PUBLIC:	Player position change (ID=1, NEW-X=1520, NEW-Y=494, NEW-ROT=-1.631697)
PUBLIC:	Player position change (ID=1, NEW-X=1511, NEW-Y=454, NEW-ROT=-1.776846)
PUBLIC:	Player position change (ID=1, NEW-X=1496, NEW-Y=416, NEW-ROT=-1.931423)
PUBLIC:	Player position change (ID=1, NEW-X=1477, NEW-Y=380, NEW-ROT=-2.060079)
PUBLIC:	Player position change (ID=1, NEW-X=1451, NEW-Y=349, NEW-ROT=-2.272280)
PUBLIC:	Player position change (ID=1, NEW-X=1423, NEW-Y=320, NEW-ROT=-2.344147)
PUBLIC:	Player position change (ID=1, NEW-X=1391, NEW-Y=295, NEW-ROT=-2.469398)
PUBLIC:	Player position change (ID=1, NEW-X=1357, NEW-Y=273, NEW-ROT=-2.580274)
PUBLIC:	Player position change (ID=1, NEW-X=1319, NEW-Y=259, NEW-ROT=-2.800163)
PUBLIC:	Player position change (ID=1, NEW-X=1279, NEW-Y=252, NEW-ROT=-2.986679)
PUBLIC:	Player position change (ID=1, NEW-X=1239, NEW-Y=251, NEW-ROT=-3.136691)
PUBLIC:	Player position change (ID=1, NEW-X=1199, NEW-Y=254, NEW-ROT=3.050732)
PUBLIC:	Player position change (ID=1, NEW-X=1159, NEW-Y=260, NEW-ROT=2.979171)
PUBLIC:	Player position change (ID=1, NEW-X=1119, NEW-Y=268, NEW-ROT=2.926294)
PUBLIC:	Player position change (ID=1, NEW-X=1080, NEW-Y=278, NEW-ROT=2.878057)
PUBLIC:	Player position change (ID=1, NEW-X=1042, NEW-Y=290, NEW-ROT=2.815667)
PUBLIC:	Player position change (ID=1, NEW-X=1004, NEW-Y=303, NEW-ROT=2.797601)
PUBLIC:	Player position change (ID=1, NEW-X=966, NEW-Y=317, NEW-ROT=2.780646)
PUBLIC:	Player position change (ID=1, NEW-X=928, NEW-Y=331, NEW-ROT=2.768172)
PUBLIC:	Player position change (ID=1, NEW-X=890, NEW-Y=345, NEW-ROT=2.763130)
PUBLIC:	Player position change (ID=1, NEW-X=852, NEW-Y=359, NEW-ROT=2.758812)
PUBLIC:	Player position change (ID=1, NEW-X=814, NEW-Y=373, NEW-ROT=2.759934)
PUBLIC:	Player position change (ID=1, NEW-X=776, NEW-Y=387, NEW-ROT=2.768096)
PUBLIC:	Player position change (ID=1, NEW-X=738, NEW-Y=401, NEW-ROT=2.778839)
PUBLIC:	Player position change (ID=1, NEW-X=700, NEW-Y=414, NEW-ROT=2.795274)
PUBLIC:	Player position change (ID=1, NEW-X=662, NEW-Y=426, NEW-ROT=2.817009)
PUBLIC:	Player position change (ID=1, NEW-X=623, NEW-Y=436, NEW-ROT=2.871979)
PUBLIC:	Player position change (ID=1, NEW-X=583, NEW-Y=440, NEW-ROT=3.022570)
PUBLIC:	Player position change (ID=1, NEW-X=543, NEW-Y=442, NEW-ROT=3.074877)
PUBLIC:	Player position change (ID=1, NEW-X=503, NEW-Y=441, NEW-ROT=-3.117731)
PUBLIC:	Player position change (ID=1, NEW-X=463, NEW-Y=437, NEW-ROT=-3.055194)
PUBLIC:	Player position change (ID=1, NEW-X=423, NEW-Y=429, NEW-ROT=-2.956598)
PUBLIC:	Player position change (ID=1, NEW-X=384, NEW-Y=418, NEW-ROT=-2.866440)
PUBLIC:	Player position change (ID=1, NEW-X=347, NEW-Y=402, NEW-ROT=-2.735704)
